,precipitacion,Campaña,mes,Cultivo,idProvincia,idDepartamento,Sup_Sembrada,Sup_Cosechada,Producción,Rendimiento
59830,18.1,1994/95,7.0,Cebada cervecera,6,462,1000,1000.0,2500.0,2500.0
59831,18.1,1994/95,7.0,Cebada cervecera,6,469,1000,1000.0,2700.0,2700.0
59839,18.1,1994/95,7.0,Cebada cervecera,6,686,100,100.0,300.0,3000.0
59843,18.1,1994/95,7.0,Cebada cervecera,6,714,200,200.0,600.0,3000.0
59868,18.1,1994/95,7.0,Centeno,6,462,500,50.0,60.0,1200.0
59869,18.1,1994/95,7.0,Centeno,6,469,1100,50.0,60.0,1200.0
59882,18.1,1994/95,7.0,Colza,6,210,1000,1000.0,1000.0,1000.0
59886,18.1,1994/95,7.0,Colza,6,413,500,500.0,500.0,1000.0
59890,18.1,1994/95,7.0,Colza,6,686,300,300.0,300.0,1000.0
59915,18.1,1994/95,7.0,Girasol,6,210,5000,5000.0,12500.0,2500.0
59937,18.1,1994/95,7.0,Girasol,6,413,7000,7000.0,17500.0,2500.0
59940,18.1,1994/95,7.0,Girasol,6,462,9000,9000.0,21600.0,2400.0
59941,18.1,1994/95,7.0,Girasol,6,469,36000,36000.0,90000.0,2500.0
59959,18.1,1994/95,7.0,Girasol,6,686,700,700.0,1800.0,2571.0
59964,18.1,1994/95,7.0,Girasol,6,714,3800,3800.0,9500.0,2500.0
60012,18.1,1994/95,7.0,Lino,6,686,20,20.0,22.0,1100.0
60043,18.1,1994/95,7.0,Maíz,6,210,30000,30000.0,192000.0,6400.0
60066,18.1,1994/95,7.0,Maíz,6,413,29400,29400.0,158800.0,5401.0
60069,18.1,1994/95,7.0,Maíz,6,462,14000,14000.0,85400.0,6100.0
60070,18.1,1994/95,7.0,Maíz,6,469,18000,18000.0,106200.0,5900.0
60090,18.1,1994/95,7.0,Maíz,6,686,29000,29000.0,179800.0,6200.0
60095,18.1,1994/95,7.0,Maíz,6,714,16000,15900.0,84300.0,5302.0
60173,18.1,1994/95,7.0,Soja total,6,210,67800,67800.0,129400.0,1909.0
60192,18.1,1994/95,7.0,Soja total,6,413,67500,67500.0,124100.0,1839.0
60195,18.1,1994/95,7.0,Soja total,6,462,18000,18000.0,36400.0,2022.0
60196,18.1,1994/95,7.0,Soja total,6,469,35000,34900.0,65400.0,1874.0
60212,18.1,1994/95,7.0,Soja total,6,686,69500,69500.0,137100.0,1973.0
60216,18.1,1994/95,7.0,Soja total,6,714,76000,75900.0,162400.0,2140.0
60244,18.1,1994/95,7.0,Sorgo,6,462,500,500.0,2200.0,4400.0
60245,18.1,1994/95,7.0,Sorgo,6,469,1000,1000.0,4500.0,4500.0
60253,18.1,1994/95,7.0,Sorgo,6,714,150,150.0,700.0,4667.0
60294,18.1,1994/95,7.0,Trigo total,6,210,38000,38000.0,102600.0,2700.0
60317,18.1,1994/95,7.0,Trigo total,6,413,42000,42000.0,109200.0,2600.0
60320,18.1,1994/95,7.0,Trigo total,6,462,10000,10000.0,26500.0,2650.0
60321,18.1,1994/95,7.0,Trigo total,6,469,30000,30000.0,81000.0,2700.0
60340,18.1,1994/95,7.0,Trigo total,6,686,36000,36000.0,100800.0,2800.0
60345,18.1,1994/95,7.0,Trigo total,6,714,21500,21500.0,62400.0,2902.0
60385,0.3,1995/96,8.0,Alpiste,6,686,300,300.0,480.0,1600.0
60386,0.3,1995/96,8.0,Alpiste,6,714,32,32.0,38.0,1188.0
60412,0.3,1995/96,8.0,Avena,6,210,2600,800.0,1280.0,1600.0
60438,0.3,1995/96,8.0,Avena,6,413,3600,1100.0,1650.0,1500.0
60441,0.3,1995/96,8.0,Avena,6,462,9000,1800.0,1800.0,1000.0
60442,0.3,1995/96,8.0,Avena,6,469,14000,2800.0,3100.0,1107.0
60463,0.3,1995/96,8.0,Avena,6,686,1800,600.0,960.0,1600.0
60468,0.3,1995/96,8.0,Avena,6,714,200,200.0,360.0,1800.0
60495,0.3,1995/96,8.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
60508,0.3,1995/96,8.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
60510,0.3,1995/96,8.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
60511,0.3,1995/96,8.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
60520,0.3,1995/96,8.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
60524,0.3,1995/96,8.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
60549,0.3,1995/96,8.0,Centeno,6,462,350,50.0,45.0,900.0
60550,0.3,1995/96,8.0,Centeno,6,469,700,50.0,55.0,1100.0
60560,0.3,1995/96,8.0,Colza,6,210,100,100.0,150.0,1500.0
60566,0.3,1995/96,8.0,Colza,6,413,100,100.0,150.0,1500.0
60567,0.3,1995/96,8.0,Colza,6,462,300,300.0,210.0,700.0
60568,0.3,1995/96,8.0,Colza,6,469,800,800.0,400.0,500.0
60572,0.3,1995/96,8.0,Colza,6,686,100,100.0,120.0,1200.0
60595,0.3,1995/96,8.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
60619,0.3,1995/96,8.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
60622,0.3,1995/96,8.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
60623,0.3,1995/96,8.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
60642,0.3,1995/96,8.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
60647,0.3,1995/96,8.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
60696,0.3,1995/96,8.0,Lino,6,686,20,20.0,20.0,1000.0
60729,0.3,1995/96,8.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
60755,0.3,1995/96,8.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
60758,0.3,1995/96,8.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
60759,0.3,1995/96,8.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
60780,0.3,1995/96,8.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
60785,0.3,1995/96,8.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
60871,0.3,1995/96,8.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
60895,0.3,1995/96,8.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
60898,0.3,1995/96,8.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
60899,0.3,1995/96,8.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
60916,0.3,1995/96,8.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
60920,0.3,1995/96,8.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
60952,0.3,1995/96,8.0,Sorgo,6,462,500,500.0,2800.0,5600.0
60953,0.3,1995/96,8.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
60962,0.3,1995/96,8.0,Sorgo,6,714,300,300.0,2300.0,7667.0
61004,0.3,1995/96,8.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
61029,0.3,1995/96,8.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
61032,0.3,1995/96,8.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
61033,0.3,1995/96,8.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
61053,0.3,1995/96,8.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
61058,0.3,1995/96,8.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
61099,12.0,1995/96,9.0,Alpiste,6,686,300,300.0,480.0,1600.0
61100,12.0,1995/96,9.0,Alpiste,6,714,32,32.0,38.0,1188.0
61126,12.0,1995/96,9.0,Avena,6,210,2600,800.0,1280.0,1600.0
61152,12.0,1995/96,9.0,Avena,6,413,3600,1100.0,1650.0,1500.0
61155,12.0,1995/96,9.0,Avena,6,462,9000,1800.0,1800.0,1000.0
61156,12.0,1995/96,9.0,Avena,6,469,14000,2800.0,3100.0,1107.0
61177,12.0,1995/96,9.0,Avena,6,686,1800,600.0,960.0,1600.0
61182,12.0,1995/96,9.0,Avena,6,714,200,200.0,360.0,1800.0
61209,12.0,1995/96,9.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
61222,12.0,1995/96,9.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
61224,12.0,1995/96,9.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
61225,12.0,1995/96,9.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
61234,12.0,1995/96,9.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
61238,12.0,1995/96,9.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
61263,12.0,1995/96,9.0,Centeno,6,462,350,50.0,45.0,900.0
61264,12.0,1995/96,9.0,Centeno,6,469,700,50.0,55.0,1100.0
61274,12.0,1995/96,9.0,Colza,6,210,100,100.0,150.0,1500.0
61280,12.0,1995/96,9.0,Colza,6,413,100,100.0,150.0,1500.0
61281,12.0,1995/96,9.0,Colza,6,462,300,300.0,210.0,700.0
61282,12.0,1995/96,9.0,Colza,6,469,800,800.0,400.0,500.0
61286,12.0,1995/96,9.0,Colza,6,686,100,100.0,120.0,1200.0
61309,12.0,1995/96,9.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
61333,12.0,1995/96,9.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
61336,12.0,1995/96,9.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
61337,12.0,1995/96,9.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
61356,12.0,1995/96,9.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
61361,12.0,1995/96,9.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
61410,12.0,1995/96,9.0,Lino,6,686,20,20.0,20.0,1000.0
61443,12.0,1995/96,9.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
61469,12.0,1995/96,9.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
61472,12.0,1995/96,9.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
61473,12.0,1995/96,9.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
61494,12.0,1995/96,9.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
61499,12.0,1995/96,9.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
61585,12.0,1995/96,9.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
61609,12.0,1995/96,9.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
61612,12.0,1995/96,9.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
61613,12.0,1995/96,9.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
61630,12.0,1995/96,9.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
61634,12.0,1995/96,9.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
61666,12.0,1995/96,9.0,Sorgo,6,462,500,500.0,2800.0,5600.0
61667,12.0,1995/96,9.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
61676,12.0,1995/96,9.0,Sorgo,6,714,300,300.0,2300.0,7667.0
61718,12.0,1995/96,9.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
61743,12.0,1995/96,9.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
61746,12.0,1995/96,9.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
61747,12.0,1995/96,9.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
61767,12.0,1995/96,9.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
61772,12.0,1995/96,9.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
61813,111.0,1995/96,10.0,Alpiste,6,686,300,300.0,480.0,1600.0
61814,111.0,1995/96,10.0,Alpiste,6,714,32,32.0,38.0,1188.0
61840,111.0,1995/96,10.0,Avena,6,210,2600,800.0,1280.0,1600.0
61866,111.0,1995/96,10.0,Avena,6,413,3600,1100.0,1650.0,1500.0
61869,111.0,1995/96,10.0,Avena,6,462,9000,1800.0,1800.0,1000.0
61870,111.0,1995/96,10.0,Avena,6,469,14000,2800.0,3100.0,1107.0
61891,111.0,1995/96,10.0,Avena,6,686,1800,600.0,960.0,1600.0
61896,111.0,1995/96,10.0,Avena,6,714,200,200.0,360.0,1800.0
61923,111.0,1995/96,10.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
61936,111.0,1995/96,10.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
61938,111.0,1995/96,10.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
61939,111.0,1995/96,10.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
61948,111.0,1995/96,10.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
61952,111.0,1995/96,10.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
61977,111.0,1995/96,10.0,Centeno,6,462,350,50.0,45.0,900.0
61978,111.0,1995/96,10.0,Centeno,6,469,700,50.0,55.0,1100.0
61988,111.0,1995/96,10.0,Colza,6,210,100,100.0,150.0,1500.0
61994,111.0,1995/96,10.0,Colza,6,413,100,100.0,150.0,1500.0
61995,111.0,1995/96,10.0,Colza,6,462,300,300.0,210.0,700.0
61996,111.0,1995/96,10.0,Colza,6,469,800,800.0,400.0,500.0
62000,111.0,1995/96,10.0,Colza,6,686,100,100.0,120.0,1200.0
62023,111.0,1995/96,10.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
62047,111.0,1995/96,10.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
62050,111.0,1995/96,10.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
62051,111.0,1995/96,10.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
62070,111.0,1995/96,10.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
62075,111.0,1995/96,10.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
62124,111.0,1995/96,10.0,Lino,6,686,20,20.0,20.0,1000.0
62157,111.0,1995/96,10.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
62183,111.0,1995/96,10.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
62186,111.0,1995/96,10.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
62187,111.0,1995/96,10.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
62208,111.0,1995/96,10.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
62213,111.0,1995/96,10.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
62299,111.0,1995/96,10.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
62323,111.0,1995/96,10.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
62326,111.0,1995/96,10.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
62327,111.0,1995/96,10.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
62344,111.0,1995/96,10.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
62348,111.0,1995/96,10.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
62380,111.0,1995/96,10.0,Sorgo,6,462,500,500.0,2800.0,5600.0
62381,111.0,1995/96,10.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
62390,111.0,1995/96,10.0,Sorgo,6,714,300,300.0,2300.0,7667.0
62432,111.0,1995/96,10.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
62457,111.0,1995/96,10.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
62460,111.0,1995/96,10.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
62461,111.0,1995/96,10.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
62481,111.0,1995/96,10.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
62486,111.0,1995/96,10.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
62527,55.7,1995/96,11.0,Alpiste,6,686,300,300.0,480.0,1600.0
62528,55.7,1995/96,11.0,Alpiste,6,714,32,32.0,38.0,1188.0
62554,55.7,1995/96,11.0,Avena,6,210,2600,800.0,1280.0,1600.0
62580,55.7,1995/96,11.0,Avena,6,413,3600,1100.0,1650.0,1500.0
62583,55.7,1995/96,11.0,Avena,6,462,9000,1800.0,1800.0,1000.0
62584,55.7,1995/96,11.0,Avena,6,469,14000,2800.0,3100.0,1107.0
62605,55.7,1995/96,11.0,Avena,6,686,1800,600.0,960.0,1600.0
62610,55.7,1995/96,11.0,Avena,6,714,200,200.0,360.0,1800.0
62637,55.7,1995/96,11.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
62650,55.7,1995/96,11.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
62652,55.7,1995/96,11.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
62653,55.7,1995/96,11.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
62662,55.7,1995/96,11.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
62666,55.7,1995/96,11.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
62691,55.7,1995/96,11.0,Centeno,6,462,350,50.0,45.0,900.0
62692,55.7,1995/96,11.0,Centeno,6,469,700,50.0,55.0,1100.0
62702,55.7,1995/96,11.0,Colza,6,210,100,100.0,150.0,1500.0
62708,55.7,1995/96,11.0,Colza,6,413,100,100.0,150.0,1500.0
62709,55.7,1995/96,11.0,Colza,6,462,300,300.0,210.0,700.0
62710,55.7,1995/96,11.0,Colza,6,469,800,800.0,400.0,500.0
62714,55.7,1995/96,11.0,Colza,6,686,100,100.0,120.0,1200.0
62737,55.7,1995/96,11.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
62761,55.7,1995/96,11.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
62764,55.7,1995/96,11.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
62765,55.7,1995/96,11.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
62784,55.7,1995/96,11.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
62789,55.7,1995/96,11.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
62838,55.7,1995/96,11.0,Lino,6,686,20,20.0,20.0,1000.0
62871,55.7,1995/96,11.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
62897,55.7,1995/96,11.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
62900,55.7,1995/96,11.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
62901,55.7,1995/96,11.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
62922,55.7,1995/96,11.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
62927,55.7,1995/96,11.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
63013,55.7,1995/96,11.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
63037,55.7,1995/96,11.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
63040,55.7,1995/96,11.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
63041,55.7,1995/96,11.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
63058,55.7,1995/96,11.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
63062,55.7,1995/96,11.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
63094,55.7,1995/96,11.0,Sorgo,6,462,500,500.0,2800.0,5600.0
63095,55.7,1995/96,11.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
63104,55.7,1995/96,11.0,Sorgo,6,714,300,300.0,2300.0,7667.0
63146,55.7,1995/96,11.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
63171,55.7,1995/96,11.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
63174,55.7,1995/96,11.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
63175,55.7,1995/96,11.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
63195,55.7,1995/96,11.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
63200,55.7,1995/96,11.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
63241,69.0,1995/96,12.0,Alpiste,6,686,300,300.0,480.0,1600.0
63242,69.0,1995/96,12.0,Alpiste,6,714,32,32.0,38.0,1188.0
63268,69.0,1995/96,12.0,Avena,6,210,2600,800.0,1280.0,1600.0
63294,69.0,1995/96,12.0,Avena,6,413,3600,1100.0,1650.0,1500.0
63297,69.0,1995/96,12.0,Avena,6,462,9000,1800.0,1800.0,1000.0
63298,69.0,1995/96,12.0,Avena,6,469,14000,2800.0,3100.0,1107.0
63319,69.0,1995/96,12.0,Avena,6,686,1800,600.0,960.0,1600.0
63324,69.0,1995/96,12.0,Avena,6,714,200,200.0,360.0,1800.0
63351,69.0,1995/96,12.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
63364,69.0,1995/96,12.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
63366,69.0,1995/96,12.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
63367,69.0,1995/96,12.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
63376,69.0,1995/96,12.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
63380,69.0,1995/96,12.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
63405,69.0,1995/96,12.0,Centeno,6,462,350,50.0,45.0,900.0
63406,69.0,1995/96,12.0,Centeno,6,469,700,50.0,55.0,1100.0
63416,69.0,1995/96,12.0,Colza,6,210,100,100.0,150.0,1500.0
63422,69.0,1995/96,12.0,Colza,6,413,100,100.0,150.0,1500.0
63423,69.0,1995/96,12.0,Colza,6,462,300,300.0,210.0,700.0
63424,69.0,1995/96,12.0,Colza,6,469,800,800.0,400.0,500.0
63428,69.0,1995/96,12.0,Colza,6,686,100,100.0,120.0,1200.0
63451,69.0,1995/96,12.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
63475,69.0,1995/96,12.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
63478,69.0,1995/96,12.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
63479,69.0,1995/96,12.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
63498,69.0,1995/96,12.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
63503,69.0,1995/96,12.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
63552,69.0,1995/96,12.0,Lino,6,686,20,20.0,20.0,1000.0
63585,69.0,1995/96,12.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
63611,69.0,1995/96,12.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
63614,69.0,1995/96,12.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
63615,69.0,1995/96,12.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
63636,69.0,1995/96,12.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
63641,69.0,1995/96,12.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
63727,69.0,1995/96,12.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
63751,69.0,1995/96,12.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
63754,69.0,1995/96,12.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
63755,69.0,1995/96,12.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
63772,69.0,1995/96,12.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
63776,69.0,1995/96,12.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
63808,69.0,1995/96,12.0,Sorgo,6,462,500,500.0,2800.0,5600.0
63809,69.0,1995/96,12.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
63818,69.0,1995/96,12.0,Sorgo,6,714,300,300.0,2300.0,7667.0
63860,69.0,1995/96,12.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
63885,69.0,1995/96,12.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
63888,69.0,1995/96,12.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
63889,69.0,1995/96,12.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
63909,69.0,1995/96,12.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
63914,69.0,1995/96,12.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
63955,66.8,1995/96,1.0,Alpiste,6,686,300,300.0,480.0,1600.0
63956,66.8,1995/96,1.0,Alpiste,6,714,32,32.0,38.0,1188.0
63982,66.8,1995/96,1.0,Avena,6,210,2600,800.0,1280.0,1600.0
64008,66.8,1995/96,1.0,Avena,6,413,3600,1100.0,1650.0,1500.0
64011,66.8,1995/96,1.0,Avena,6,462,9000,1800.0,1800.0,1000.0
64012,66.8,1995/96,1.0,Avena,6,469,14000,2800.0,3100.0,1107.0
64033,66.8,1995/96,1.0,Avena,6,686,1800,600.0,960.0,1600.0
64038,66.8,1995/96,1.0,Avena,6,714,200,200.0,360.0,1800.0
64065,66.8,1995/96,1.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
64078,66.8,1995/96,1.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
64080,66.8,1995/96,1.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
64081,66.8,1995/96,1.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
64090,66.8,1995/96,1.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
64094,66.8,1995/96,1.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
64119,66.8,1995/96,1.0,Centeno,6,462,350,50.0,45.0,900.0
64120,66.8,1995/96,1.0,Centeno,6,469,700,50.0,55.0,1100.0
64130,66.8,1995/96,1.0,Colza,6,210,100,100.0,150.0,1500.0
64136,66.8,1995/96,1.0,Colza,6,413,100,100.0,150.0,1500.0
64137,66.8,1995/96,1.0,Colza,6,462,300,300.0,210.0,700.0
64138,66.8,1995/96,1.0,Colza,6,469,800,800.0,400.0,500.0
64142,66.8,1995/96,1.0,Colza,6,686,100,100.0,120.0,1200.0
64165,66.8,1995/96,1.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
64189,66.8,1995/96,1.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
64192,66.8,1995/96,1.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
64193,66.8,1995/96,1.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
64212,66.8,1995/96,1.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
64217,66.8,1995/96,1.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
64266,66.8,1995/96,1.0,Lino,6,686,20,20.0,20.0,1000.0
64299,66.8,1995/96,1.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
64325,66.8,1995/96,1.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
64328,66.8,1995/96,1.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
64329,66.8,1995/96,1.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
64350,66.8,1995/96,1.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
64355,66.8,1995/96,1.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
64441,66.8,1995/96,1.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
64465,66.8,1995/96,1.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
64468,66.8,1995/96,1.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
64469,66.8,1995/96,1.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
64486,66.8,1995/96,1.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
64490,66.8,1995/96,1.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
64522,66.8,1995/96,1.0,Sorgo,6,462,500,500.0,2800.0,5600.0
64523,66.8,1995/96,1.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
64532,66.8,1995/96,1.0,Sorgo,6,714,300,300.0,2300.0,7667.0
64574,66.8,1995/96,1.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
64599,66.8,1995/96,1.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
64602,66.8,1995/96,1.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
