,precipitacion,Campaña,mes,Cultivo,idProvincia,idDepartamento,Sup_Sembrada,Sup_Cosechada,Producción,Rendimiento
159231,97.8,2005/06,3.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
159236,97.8,2005/06,3.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
159271,97.8,2005/06,3.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
159296,97.8,2005/06,3.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
159299,97.8,2005/06,3.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
159300,97.8,2005/06,3.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
159320,97.8,2005/06,3.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
159325,97.8,2005/06,3.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
159359,97.8,2005/06,3.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
159384,97.8,2005/06,3.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
159387,97.8,2005/06,3.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
159388,97.8,2005/06,3.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
159409,97.8,2005/06,3.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
159414,97.8,2005/06,3.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
159439,97.8,2005/06,3.0,Sorgo,6,210,100,100.0,550.0,5500.0
159455,97.8,2005/06,3.0,Sorgo,6,413,200,200.0,1040.0,5200.0
159457,97.8,2005/06,3.0,Sorgo,6,462,200,200.0,1320.0,6600.0
159458,97.8,2005/06,3.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
159467,97.8,2005/06,3.0,Sorgo,6,686,200,200.0,1100.0,5500.0
159472,97.8,2005/06,3.0,Sorgo,6,714,500,500.0,3400.0,6800.0
159522,97.8,2005/06,3.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
159550,97.8,2005/06,3.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
159553,97.8,2005/06,3.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
159554,97.8,2005/06,3.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
159575,97.8,2005/06,3.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
159580,97.8,2005/06,3.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
159636,138.5,2005/06,4.0,Avena,6,210,1200,300.0,750.0,2500.0
159663,138.5,2005/06,4.0,Avena,6,413,1500,300.0,720.0,2400.0
159666,138.5,2005/06,4.0,Avena,6,462,1000,300.0,750.0,2500.0
159667,138.5,2005/06,4.0,Avena,6,469,6000,5500.0,14850.0,2700.0
159689,138.5,2005/06,4.0,Avena,6,686,1200,200.0,520.0,2600.0
159694,138.5,2005/06,4.0,Avena,6,714,450,450.0,1215.0,2700.0
159726,138.5,2005/06,4.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
159745,138.5,2005/06,4.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
159748,138.5,2005/06,4.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
159749,138.5,2005/06,4.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
159762,138.5,2005/06,4.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
159767,138.5,2005/06,4.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
159863,138.5,2005/06,4.0,Girasol,6,413,500,500.0,1400.0,2800.0
159866,138.5,2005/06,4.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
159867,138.5,2005/06,4.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
159892,138.5,2005/06,4.0,Girasol,6,714,950,950.0,2090.0,2200.0
159929,138.5,2005/06,4.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
159958,138.5,2005/06,4.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
159962,138.5,2005/06,4.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
159963,138.5,2005/06,4.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
159986,138.5,2005/06,4.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
159991,138.5,2005/06,4.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
160043,138.5,2005/06,4.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
160068,138.5,2005/06,4.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
160071,138.5,2005/06,4.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
160072,138.5,2005/06,4.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
160093,138.5,2005/06,4.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
160098,138.5,2005/06,4.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
160133,138.5,2005/06,4.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
160158,138.5,2005/06,4.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
160161,138.5,2005/06,4.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
160162,138.5,2005/06,4.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
160182,138.5,2005/06,4.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
160187,138.5,2005/06,4.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
160221,138.5,2005/06,4.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
160246,138.5,2005/06,4.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
160249,138.5,2005/06,4.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
160250,138.5,2005/06,4.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
160271,138.5,2005/06,4.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
160276,138.5,2005/06,4.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
160301,138.5,2005/06,4.0,Sorgo,6,210,100,100.0,550.0,5500.0
160317,138.5,2005/06,4.0,Sorgo,6,413,200,200.0,1040.0,5200.0
160319,138.5,2005/06,4.0,Sorgo,6,462,200,200.0,1320.0,6600.0
160320,138.5,2005/06,4.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
160329,138.5,2005/06,4.0,Sorgo,6,686,200,200.0,1100.0,5500.0
160334,138.5,2005/06,4.0,Sorgo,6,714,500,500.0,3400.0,6800.0
160384,138.5,2005/06,4.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
160412,138.5,2005/06,4.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
160415,138.5,2005/06,4.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
160416,138.5,2005/06,4.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
160437,138.5,2005/06,4.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
160442,138.5,2005/06,4.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
160498,9.0,2005/06,5.0,Avena,6,210,1200,300.0,750.0,2500.0
160525,9.0,2005/06,5.0,Avena,6,413,1500,300.0,720.0,2400.0
160528,9.0,2005/06,5.0,Avena,6,462,1000,300.0,750.0,2500.0
160529,9.0,2005/06,5.0,Avena,6,469,6000,5500.0,14850.0,2700.0
160551,9.0,2005/06,5.0,Avena,6,686,1200,200.0,520.0,2600.0
160556,9.0,2005/06,5.0,Avena,6,714,450,450.0,1215.0,2700.0
160588,9.0,2005/06,5.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
160607,9.0,2005/06,5.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
160610,9.0,2005/06,5.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
160611,9.0,2005/06,5.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
160624,9.0,2005/06,5.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
160629,9.0,2005/06,5.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
160725,9.0,2005/06,5.0,Girasol,6,413,500,500.0,1400.0,2800.0
160728,9.0,2005/06,5.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
160729,9.0,2005/06,5.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
160754,9.0,2005/06,5.0,Girasol,6,714,950,950.0,2090.0,2200.0
160791,9.0,2005/06,5.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
160820,9.0,2005/06,5.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
160824,9.0,2005/06,5.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
160825,9.0,2005/06,5.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
160848,9.0,2005/06,5.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
160853,9.0,2005/06,5.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
160905,9.0,2005/06,5.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
160930,9.0,2005/06,5.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
160933,9.0,2005/06,5.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
160934,9.0,2005/06,5.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
160955,9.0,2005/06,5.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
160960,9.0,2005/06,5.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
160995,9.0,2005/06,5.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
161020,9.0,2005/06,5.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
161023,9.0,2005/06,5.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
161024,9.0,2005/06,5.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
161044,9.0,2005/06,5.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
161049,9.0,2005/06,5.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
161083,9.0,2005/06,5.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
161108,9.0,2005/06,5.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
161111,9.0,2005/06,5.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
161112,9.0,2005/06,5.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
161133,9.0,2005/06,5.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
161138,9.0,2005/06,5.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
161163,9.0,2005/06,5.0,Sorgo,6,210,100,100.0,550.0,5500.0
161179,9.0,2005/06,5.0,Sorgo,6,413,200,200.0,1040.0,5200.0
161181,9.0,2005/06,5.0,Sorgo,6,462,200,200.0,1320.0,6600.0
161182,9.0,2005/06,5.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
161191,9.0,2005/06,5.0,Sorgo,6,686,200,200.0,1100.0,5500.0
161196,9.0,2005/06,5.0,Sorgo,6,714,500,500.0,3400.0,6800.0
161246,9.0,2005/06,5.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
161274,9.0,2005/06,5.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
161277,9.0,2005/06,5.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
161278,9.0,2005/06,5.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
161299,9.0,2005/06,5.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
161304,9.0,2005/06,5.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
161360,46.0,2005/06,6.0,Avena,6,210,1200,300.0,750.0,2500.0
161387,46.0,2005/06,6.0,Avena,6,413,1500,300.0,720.0,2400.0
161390,46.0,2005/06,6.0,Avena,6,462,1000,300.0,750.0,2500.0
161391,46.0,2005/06,6.0,Avena,6,469,6000,5500.0,14850.0,2700.0
161413,46.0,2005/06,6.0,Avena,6,686,1200,200.0,520.0,2600.0
161418,46.0,2005/06,6.0,Avena,6,714,450,450.0,1215.0,2700.0
161450,46.0,2005/06,6.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
161469,46.0,2005/06,6.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
161472,46.0,2005/06,6.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
161473,46.0,2005/06,6.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
161486,46.0,2005/06,6.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
161491,46.0,2005/06,6.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
161587,46.0,2005/06,6.0,Girasol,6,413,500,500.0,1400.0,2800.0
161590,46.0,2005/06,6.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
161591,46.0,2005/06,6.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
161616,46.0,2005/06,6.0,Girasol,6,714,950,950.0,2090.0,2200.0
161653,46.0,2005/06,6.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
161682,46.0,2005/06,6.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
161686,46.0,2005/06,6.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
161687,46.0,2005/06,6.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
161710,46.0,2005/06,6.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
161715,46.0,2005/06,6.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
161767,46.0,2005/06,6.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
161792,46.0,2005/06,6.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
161795,46.0,2005/06,6.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
161796,46.0,2005/06,6.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
161817,46.0,2005/06,6.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
161822,46.0,2005/06,6.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
161857,46.0,2005/06,6.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
161882,46.0,2005/06,6.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
161885,46.0,2005/06,6.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
161886,46.0,2005/06,6.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
161906,46.0,2005/06,6.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
161911,46.0,2005/06,6.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
161945,46.0,2005/06,6.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
161970,46.0,2005/06,6.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
161973,46.0,2005/06,6.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
161974,46.0,2005/06,6.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
161995,46.0,2005/06,6.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
162000,46.0,2005/06,6.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
162025,46.0,2005/06,6.0,Sorgo,6,210,100,100.0,550.0,5500.0
162041,46.0,2005/06,6.0,Sorgo,6,413,200,200.0,1040.0,5200.0
162043,46.0,2005/06,6.0,Sorgo,6,462,200,200.0,1320.0,6600.0
162044,46.0,2005/06,6.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
162053,46.0,2005/06,6.0,Sorgo,6,686,200,200.0,1100.0,5500.0
162058,46.0,2005/06,6.0,Sorgo,6,714,500,500.0,3400.0,6800.0
162108,46.0,2005/06,6.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
162136,46.0,2005/06,6.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
162139,46.0,2005/06,6.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
162140,46.0,2005/06,6.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
162161,46.0,2005/06,6.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
162166,46.0,2005/06,6.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
162222,23.1,2005/06,7.0,Avena,6,210,1200,300.0,750.0,2500.0
162249,23.1,2005/06,7.0,Avena,6,413,1500,300.0,720.0,2400.0
162252,23.1,2005/06,7.0,Avena,6,462,1000,300.0,750.0,2500.0
162253,23.1,2005/06,7.0,Avena,6,469,6000,5500.0,14850.0,2700.0
162275,23.1,2005/06,7.0,Avena,6,686,1200,200.0,520.0,2600.0
162280,23.1,2005/06,7.0,Avena,6,714,450,450.0,1215.0,2700.0
162312,23.1,2005/06,7.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
162331,23.1,2005/06,7.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
162334,23.1,2005/06,7.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
162335,23.1,2005/06,7.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
162348,23.1,2005/06,7.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
162353,23.1,2005/06,7.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
162449,23.1,2005/06,7.0,Girasol,6,413,500,500.0,1400.0,2800.0
162452,23.1,2005/06,7.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
162453,23.1,2005/06,7.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
162478,23.1,2005/06,7.0,Girasol,6,714,950,950.0,2090.0,2200.0
162515,23.1,2005/06,7.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
162544,23.1,2005/06,7.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
162548,23.1,2005/06,7.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
162549,23.1,2005/06,7.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
162572,23.1,2005/06,7.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
162577,23.1,2005/06,7.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
162629,23.1,2005/06,7.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
162654,23.1,2005/06,7.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
162657,23.1,2005/06,7.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
162658,23.1,2005/06,7.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
162679,23.1,2005/06,7.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
162684,23.1,2005/06,7.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
162719,23.1,2005/06,7.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
162744,23.1,2005/06,7.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
162747,23.1,2005/06,7.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
162748,23.1,2005/06,7.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
162768,23.1,2005/06,7.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
162773,23.1,2005/06,7.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
162807,23.1,2005/06,7.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
162832,23.1,2005/06,7.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
162835,23.1,2005/06,7.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
162836,23.1,2005/06,7.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
162857,23.1,2005/06,7.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
162862,23.1,2005/06,7.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
162887,23.1,2005/06,7.0,Sorgo,6,210,100,100.0,550.0,5500.0
162903,23.1,2005/06,7.0,Sorgo,6,413,200,200.0,1040.0,5200.0
162905,23.1,2005/06,7.0,Sorgo,6,462,200,200.0,1320.0,6600.0
162906,23.1,2005/06,7.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
162915,23.1,2005/06,7.0,Sorgo,6,686,200,200.0,1100.0,5500.0
162920,23.1,2005/06,7.0,Sorgo,6,714,500,500.0,3400.0,6800.0
162970,23.1,2005/06,7.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
162998,23.1,2005/06,7.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
163001,23.1,2005/06,7.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
163002,23.1,2005/06,7.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
163023,23.1,2005/06,7.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
163028,23.1,2005/06,7.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
163083,0.0,2006/07,8.0,Avena,6,210,1000,200.0,800.0,4000.0
163110,0.0,2006/07,8.0,Avena,6,413,1300,400.0,1600.0,4000.0
163113,0.0,2006/07,8.0,Avena,6,462,700,300.0,1140.0,3800.0
163114,0.0,2006/07,8.0,Avena,6,469,1500,500.0,1650.0,3300.0
163136,0.0,2006/07,8.0,Avena,6,686,1000,300.0,1200.0,4000.0
163141,0.0,2006/07,8.0,Avena,6,714,450,450.0,1130.0,2511.0
163173,0.0,2006/07,8.0,Cebada cervecera,6,210,4200,4200.0,20580.0,4900.0
163192,0.0,2006/07,8.0,Cebada cervecera,6,413,12900,12900.0,60630.0,4700.0
163195,0.0,2006/07,8.0,Cebada cervecera,6,462,3000,3000.0,11100.0,3700.0
163196,0.0,2006/07,8.0,Cebada cervecera,6,469,1300,1300.0,6110.0,4700.0
163209,0.0,2006/07,8.0,Cebada cervecera,6,686,3500,3500.0,17500.0,5000.0
163214,0.0,2006/07,8.0,Cebada cervecera,6,714,400,400.0,1280.0,3200.0
163262,0.0,2006/07,8.0,Colza,6,413,300,300.0,450.0,1500.0
163318,0.0,2006/07,8.0,Girasol,6,413,500,500.0,1200.0,2400.0
163321,0.0,2006/07,8.0,Girasol,6,462,1000,1000.0,2300.0,2300.0
163322,0.0,2006/07,8.0,Girasol,6,469,3000,3000.0,8400.0,2800.0
163348,0.0,2006/07,8.0,Girasol,6,714,1150,1150.0,2645.0,2300.0
163385,0.0,2006/07,8.0,Maíz,6,210,25500,24800.0,248000.0,10000.0
163414,0.0,2006/07,8.0,Maíz,6,413,25000,24200.0,242000.0,10000.0
163418,0.0,2006/07,8.0,Maíz,6,462,12600,12600.0,120960.0,9600.0
163419,0.0,2006/07,8.0,Maíz,6,469,18900,15900.0,152640.0,9600.0
163442,0.0,2006/07,8.0,Maíz,6,686,19800,18900.0,189000.0,10000.0
163447,0.0,2006/07,8.0,Maíz,6,714,16100,15750.0,157500.0,10000.0
163503,0.0,2006/07,8.0,Soja 1ra,6,210,78000,78000.0,312000.0,4000.0
163528,0.0,2006/07,8.0,Soja 1ra,6,413,75000,75000.0,285000.0,3800.0
163531,0.0,2006/07,8.0,Soja 1ra,6,462,70000,70000.0,272270.0,3890.0
163532,0.0,2006/07,8.0,Soja 1ra,6,469,75000,75000.0,267300.0,3564.0
163553,0.0,2006/07,8.0,Soja 1ra,6,686,70000,70000.0,280000.0,4000.0
163558,0.0,2006/07,8.0,Soja 1ra,6,714,74500,74500.0,283100.0,3800.0
163593,0.0,2006/07,8.0,Soja 2da,6,210,26200,26200.0,81220.0,3100.0
163618,0.0,2006/07,8.0,Soja 2da,6,413,32900,32900.0,92120.0,2800.0
163621,0.0,2006/07,8.0,Soja 2da,6,462,15750,15750.0,46778.0,2970.0
163622,0.0,2006/07,8.0,Soja 2da,6,469,31500,31500.0,90437.0,2871.0
163642,0.0,2006/07,8.0,Soja 2da,6,686,29900,29900.0,95680.0,3200.0
163647,0.0,2006/07,8.0,Soja 2da,6,714,22200,22200.0,59940.0,2700.0
163681,0.0,2006/07,8.0,Soja total,6,210,104200,104200.0,393220.0,3774.0
163706,0.0,2006/07,8.0,Soja total,6,413,107900,107900.0,377120.0,3495.0
163709,0.0,2006/07,8.0,Soja total,6,462,85750,85750.0,319048.0,3721.0
163710,0.0,2006/07,8.0,Soja total,6,469,106500,106500.0,357737.0,3359.0
163731,0.0,2006/07,8.0,Soja total,6,686,99900,99900.0,375680.0,3761.0
163736,0.0,2006/07,8.0,Soja total,6,714,96700,96700.0,343040.0,3547.0
163761,0.0,2006/07,8.0,Sorgo,6,210,100,100.0,580.0,5800.0
163777,0.0,2006/07,8.0,Sorgo,6,413,200,200.0,1200.0,6000.0
163779,0.0,2006/07,8.0,Sorgo,6,462,100,100.0,600.0,6000.0
163780,0.0,2006/07,8.0,Sorgo,6,469,600,600.0,3840.0,6400.0
163791,0.0,2006/07,8.0,Sorgo,6,686,200,200.0,1360.0,6800.0
163796,0.0,2006/07,8.0,Sorgo,6,714,650,650.0,5660.0,8708.0
163849,0.0,2006/07,8.0,Trigo total,6,210,23000,23000.0,94300.0,4100.0
163877,0.0,2006/07,8.0,Trigo total,6,413,20500,20500.0,84050.0,4100.0
163880,0.0,2006/07,8.0,Trigo total,6,462,27000,27000.0,113400.0,4200.0
163881,0.0,2006/07,8.0,Trigo total,6,469,33360,33360.0,143450.0,4300.0
163902,0.0,2006/07,8.0,Trigo total,6,686,27000,27000.0,116100.0,4300.0
163907,0.0,2006/07,8.0,Trigo total,6,714,20000,20000.0,82000.0,4100.0
163962,31.0,2006/07,9.0,Avena,6,210,1000,200.0,800.0,4000.0
163989,31.0,2006/07,9.0,Avena,6,413,1300,400.0,1600.0,4000.0
163992,31.0,2006/07,9.0,Avena,6,462,700,300.0,1140.0,3800.0
163993,31.0,2006/07,9.0,Avena,6,469,1500,500.0,1650.0,3300.0
164015,31.0,2006/07,9.0,Avena,6,686,1000,300.0,1200.0,4000.0
164020,31.0,2006/07,9.0,Avena,6,714,450,450.0,1130.0,2511.0
164052,31.0,2006/07,9.0,Cebada cervecera,6,210,4200,4200.0,20580.0,4900.0
164071,31.0,2006/07,9.0,Cebada cervecera,6,413,12900,12900.0,60630.0,4700.0
164074,31.0,2006/07,9.0,Cebada cervecera,6,462,3000,3000.0,11100.0,3700.0
164075,31.0,2006/07,9.0,Cebada cervecera,6,469,1300,1300.0,6110.0,4700.0
164088,31.0,2006/07,9.0,Cebada cervecera,6,686,3500,3500.0,17500.0,5000.0
164093,31.0,2006/07,9.0,Cebada cervecera,6,714,400,400.0,1280.0,3200.0
164141,31.0,2006/07,9.0,Colza,6,413,300,300.0,450.0,1500.0
164197,31.0,2006/07,9.0,Girasol,6,413,500,500.0,1200.0,2400.0
164200,31.0,2006/07,9.0,Girasol,6,462,1000,1000.0,2300.0,2300.0
164201,31.0,2006/07,9.0,Girasol,6,469,3000,3000.0,8400.0,2800.0
164227,31.0,2006/07,9.0,Girasol,6,714,1150,1150.0,2645.0,2300.0
164264,31.0,2006/07,9.0,Maíz,6,210,25500,24800.0,248000.0,10000.0
164293,31.0,2006/07,9.0,Maíz,6,413,25000,24200.0,242000.0,10000.0
164297,31.0,2006/07,9.0,Maíz,6,462,12600,12600.0,120960.0,9600.0
164298,31.0,2006/07,9.0,Maíz,6,469,18900,15900.0,152640.0,9600.0
164321,31.0,2006/07,9.0,Maíz,6,686,19800,18900.0,189000.0,10000.0
164326,31.0,2006/07,9.0,Maíz,6,714,16100,15750.0,157500.0,10000.0
164382,31.0,2006/07,9.0,Soja 1ra,6,210,78000,78000.0,312000.0,4000.0
164407,31.0,2006/07,9.0,Soja 1ra,6,413,75000,75000.0,285000.0,3800.0
164410,31.0,2006/07,9.0,Soja 1ra,6,462,70000,70000.0,272270.0,3890.0
164411,31.0,2006/07,9.0,Soja 1ra,6,469,75000,75000.0,267300.0,3564.0
164432,31.0,2006/07,9.0,Soja 1ra,6,686,70000,70000.0,280000.0,4000.0
164437,31.0,2006/07,9.0,Soja 1ra,6,714,74500,74500.0,283100.0,3800.0
164472,31.0,2006/07,9.0,Soja 2da,6,210,26200,26200.0,81220.0,3100.0
164497,31.0,2006/07,9.0,Soja 2da,6,413,32900,32900.0,92120.0,2800.0
164500,31.0,2006/07,9.0,Soja 2da,6,462,15750,15750.0,46778.0,2970.0
